city,lat,lon,start,lost,liberated,changes,theatre,anchor,fronts,source,note
Бобруйск,53.1526,29.2214,empire,1941-06-28,1944-06-29,,СССР,yes,"1 БФ, Днепровская военная флотилия; Бобруйская операция","общая хроника Белостокско-Минского сражения; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",дата ориентировочная
Богучар,49.9333,40.5500,empire,1942-07-10,1942-12-19,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Борисов,54.2500,28.5000,empire,1941-07-02,1944-07-01,,СССР,yes,3 БФ; Минская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Боровск,55.2069,36.4864,empire,1941-10-17,1942-01-04,,СССР,yes,,"общая хроника битвы за Москву 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Брест,52.0975,23.7341,empire,1941-06-22,1944-07-28,,СССР,yes,1 БФ; Люблин-Брестская операция,"Хроника ВОВ / оборона Брестской крепости (общеизвестная дата); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","город взят 22.06, крепость держалась до конца июля"
Брянск,53.2434,34.3641,empire,1941-10-06,1943-09-17,,СССР,yes,БрФ; Брянская операция,"общая хроника Орловско-Брянской операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Валга,57.7833,26.0333,empire,1941-07-09,1944-09-19,,СССР,yes,3 ПрибФ; Рижская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Валмиера,57.5333,25.4167,empire,1941-07-04,1944-09-25,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Валуйки,50.2072,38.1094,empire,1942-07-05,1943-01-19,,СССР,yes,ВорФ; Острогожско-Россошанская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Великие Луки,56.3372,30.5158,empire,1941-07-19,1943-01-17,1941-07-19:foreign;1941-07-21:empire;1941-08-25:foreign;1943-01-17:empire,СССР,yes,ЗапФ; Смоленское сражение,"общая хроника Смоленского сражения 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (","удерживался немцами до янв. 1943; кратковременное освобождение в ходе Смоленского сражения, город вскоре вновь оставлен; город вновь занят противником после освобождения; окончательное освобождение; первое взятие 19.07.1941, отбит 21.07, окончательно потерян 25.08.1941"
